,tile,latitude,longitude,zip,avg income
98,14_2812_6540.jpg,34.06363636363636,-118.19999999999999,90032,42.16275201612903
99,14_2834_6552.jpg,33.845454545454544,-117.71111111111111,92808,120.36652806652806
100,14_2835_6529.jpg,34.26363636363636,-117.68888888888888,91759,75.85652173913043
101,14_2836_6552.jpg,33.845454545454544,-117.66666666666666,92882,62.81206081081081
102,14_2810_6529.jpg,34.26363636363636,-118.24444444444444,91214,97.01721714687281
103,14_2836_6530.jpg,34.24545454545454,-117.66666666666666,91759,75.85652173913043
104,14_2836_6535.jpg,34.15454545454545,-117.66666666666666,91784,111.6724031007752
105,14_2813_6531.jpg,34.22727272727273,-118.17777777777778,91011,289.306243496358
106,14_2801_6535.jpg,34.15454545454545,-118.44444444444444,91423,124.59161816065192
107,14_2811_6541.jpg,34.04545454545454,-118.22222222222221,90033,30.596745230078565
108,14_2826_6552.jpg,33.845454545454544,-117.88888888888889,92806,52.35122216186855
109,14_2812_6530.jpg,34.24545454545454,-118.19999999999999,91011,289.306243496358
110,14_2829_6531.jpg,34.22727272727273,-117.82222222222222,91741,106.35219155844156
111,14_2829_6551.jpg,33.86363636363636,-117.82222222222222,92886,132.42989106753814
112,14_2825_6532.jpg,34.209090909090904,-117.91111111111111,91741,106.35219155844156
113,14_2808_6529.jpg,34.26363636363636,-118.28888888888888,91042,59.23011363636363
114,14_2836_6538.jpg,34.099999999999994,-117.66666666666666,91786,51.626932773109246
115,14_2826_6540.jpg,34.06363636363636,-117.88888888888889,91723,52.28765159867696
116,14_2814_6528.jpg,34.28181818181818,-118.15555555555555,91011,289.306243496358
117,14_2823_6528.jpg,34.28181818181818,-117.95555555555555,91010,57.298183319570605
118,14_2803_6528.jpg,34.28181818181818,-118.39999999999999,91342,47.76937002172339
119,14_2813_6538.jpg,34.099999999999994,-118.17777777777778,91030,129.1710651828299
120,14_2827_6530.jpg,34.24545454545454,-117.86666666666666,91741,106.35219155844156
121,14_2815_6531.jpg,34.22727272727273,-118.13333333333333,91001,99.81892980437284
122,14_2796_6532.jpg,34.209090909090904,-118.55555555555554,91335,44.992383720930235
123,14_2820_6540.jpg,34.06363636363636,-118.02222222222221,91732,35.2342868338558
124,14_2800_6536.jpg,34.13636363636363,-118.46666666666665,91403,171.56407837445573
125,14_2805_6554.jpg,33.809090909090905,-118.35555555555555,90505,98.83402466367713
126,14_2815_6532.jpg,34.209090909090904,-118.13333333333333,91001,99.81892980437284
127,14_2823_6532.jpg,34.209090909090904,-117.95555555555555,91010,57.298183319570605
128,14_2829_6532.jpg,34.209090909090904,-117.82222222222222,91741,106.35219155844156
129,14_2797_6542.jpg,34.027272727272724,-118.53333333333333,90272,512.4811965811966
130,14_2831_6535.jpg,34.15454545454545,-117.77777777777777,91750,92.23284132841329
131,14_2808_6537.jpg,34.11818181818182,-118.28888888888888,90027,89.49915682967959
132,14_2808_6553.jpg,33.82727272727272,-118.28888888888888,90502,61.35497737556561
133,14_2800_6537.jpg,34.11818181818182,-118.46666666666665,91403,171.56407837445573
134,14_2801_6528.jpg,34.28181818181818,-118.44444444444444,91340,38.23636968085106
135,14_2811_6529.jpg,34.26363636363636,-118.22222222222221,91214,97.01721714687281
136,14_2824_6553.jpg,33.82727272727272,-117.93333333333332,92805,42.11272613849033
137,14_2818_6531.jpg,34.22727272727273,-118.06666666666666,91024,125.56939890710383
138,14_2825_6554.jpg,33.809090909090905,-117.91111111111111,92805,42.11272613849033
139,14_2803_6531.jpg,34.22727272727273,-118.39999999999999,91352,45.128510028653295
140,14_2825_6528.jpg,34.28181818181818,-117.91111111111111,91741,106.35219155844156
141,14_2812_6529.jpg,34.26363636363636,-118.19999999999999,91011,289.306243496358
142,14_2814_6554.jpg,33.809090909090905,-118.15555555555555,90755,72.99534482758621
143,14_2822_6530.jpg,34.24545454545454,-117.97777777777777,91010,57.298183319570605
144,14_2829_6528.jpg,34.28181818181818,-117.82222222222222,91741,106.35219155844156
145,14_2809_6531.jpg,34.22727272727273,-118.26666666666667,91214,97.01721714687281
146,14_2801_6530.jpg,34.24545454545454,-118.44444444444444,91331,35.61086261980831
147,14_2833_6537.jpg,34.11818181818182,-117.73333333333333,91711,107.5732872407291
148,14_2818_6528.jpg,34.28181818181818,-118.06666666666666,91024,125.56939890710383
149,14_2823_6531.jpg,34.22727272727273,-117.95555555555555,91010,57.298183319570605
150,14_2827_6540.jpg,34.06363636363636,-117.86666666666666,91724,68.67810276679842
151,14_2805_6532.jpg,34.209090909090904,-118.35555555555555,91504,78.98004788507582
152,14_2838_6529.jpg,34.26363636363636,-117.62222222222222,91759,75.85652173913043
153,14_2807_6528.jpg,34.28181818181818,-118.3111111111111,91040,72.13292929292929
154,14_2827_6529.jpg,34.26363636363636,-117.86666666666666,91741,106.35219155844156
155,14_2817_6529.jpg,34.26363636363636,-118.08888888888889,91001,99.81892980437284
156,14_2835_6553.jpg,33.82727272727272,-117.68888888888888,92808,120.36652806652806
157,14_2827_6553.jpg,33.82727272727272,-117.86666666666666,92865,68.74136178861788
158,14_2803_6537.jpg,34.11818181818182,-118.39999999999999,91604,143.99359698681732
159,14_2796_6539.jpg,34.08181818181818,-118.55555555555554,90272,512.4811965811966
160,14_2816_6528.jpg,34.28181818181818,-118.1111111111111,91001,99.81892980437284
162,14_2823_6555.jpg,33.79090909090909,-117.95555555555555,92840,44.54344
163,14_2805_6555.jpg,33.79090909090909,-118.35555555555555,90505,98.83402466367713
164,14_2820_6543.jpg,34.00909090909091,-118.02222222222221,90601,63.400718015665795
165,14_2824_6555.jpg,33.79090909090909,-117.93333333333332,92802,42.93855885588559
166,14_2801_6546.jpg,33.95454545454545,-118.44444444444444,90293,119.44379358437936
167,14_2834_6544.jpg,33.990909090909085,-117.71111111111111,91710,58.39358757062147
168,14_2806_6554.jpg,33.809090909090905,-118.33333333333333,90501,62.90550368550369
169,14_2806_6530.jpg,34.24545454545454,-118.33333333333333,91040,72.13292929292929
170,14_2822_6555.jpg,33.79090909090909,-117.97777777777777,92804,43.54262079831933
171,14_2829_6530.jpg,34.24545454545454,-117.82222222222222,91741,106.35219155844156
172,14_2799_6543.jpg,34.00909090909091,-118.48888888888888,90404,104.66473175021987
173,14_2812_6554.jpg,33.809090909090905,-118.19999999999999,90807,80.65664421310471
176,14_2824_6556.jpg,33.772727272727266,-117.93333333333332,92840,44.54344
178,14_2809_6554.jpg,33.809090909090905,-118.26666666666667,90745,50.49996422182469
179,14_2804_6545.jpg,33.97272727272727,-118.37777777777777,90056,100.28973799126638
180,14_2799_6530.jpg,34.24545454545454,-118.48888888888888,91343,49.1557781201849
181,14_2824_6545.jpg,33.97272727272727,-117.93333333333332,91748,57.42725151656556
182,14_2838_6554.jpg,33.809090909090905,-117.62222222222222,92882,62.81206081081081
184,14_2822_6542.jpg,34.027272727272724,-117.97777777777777,91746,43.49781341107872
185,14_2814_6546.jpg,33.95454545454545,-118.15555555555555,90240,67.46246893123447
186,14_2824_6554.jpg,33.809090909090905,-117.93333333333332,92802,42.93855885588559
187,14_2813_6545.jpg,33.97272727272727,-118.17777777777778,90201,31.462308478038814
188,14_2818_6542.jpg,34.027272727272724,-118.06666666666666,91733,33.721349557522124
189,14_2817_6545.jpg,33.97272727272727,-118.08888888888889,90606,45.786051212938006
190,14_2804_6554.jpg,33.809090909090905,-118.37777777777777,90505,98.83402466367713
191,14_2819_6529.jpg,34.26363636363636,-118.04444444444444,91024,125.56939890710383
192,14_2817_6543.jpg,34.00909090909091,-118.08888888888889,90660,43.63136784367501
193,14_2800_6544.jpg,33.990909090909085,-118.46666666666665,90291,152.2140127388535
194,14_2831_6554.jpg,33.809090909090905,-117.77777777777777,92807,107.68204697986577
195,14_2835_6545.jpg,33.97272727272727,-117.68888888888888,91710,58.39358757062147
196,14_2819_6554.jpg,33.809090909090905,-118.04444444444444,90630,77.31343973120538
197,14_2825_6530.jpg,34.24545454545454,-117.91111111111111,91741,106.35219155844156
198,14_2832_6552.jpg,33.845454545454544,-117.75555555555555,92808,120.36652806652806
199,14_2806_6553.jpg,33.82727272727272,-118.33333333333333,90501,62.90550368550369
200,14_2834_6555.jpg,33.79090909090909,-117.71111111111111,92808,120.36652806652806
201,14_2824_6551.jpg,33.86363636363636,-117.93333333333332,92832,51.24420415224913
202,14_2833_6551.jpg,33.86363636363636,-117.73333333333333,92887,139.53045685279187
203,14_2808_6545.jpg,33.97272727272727,-118.28888888888888,90003,26.77940637596189
204,14_2804_6546.jpg,33.95454545454545,-118.37777777777777,90301,35.93606950269623
205,14_2806_6531.jpg,34.22727272727273,-118.33333333333333,91040,72.13292929292929
206,14_2822_6554.jpg,33.809090909090905,-117.97777777777777,92804,43.54262079831933
207,14_2803_6555.jpg,33.79090909090909,-118.39999999999999,90274,321.67296875
208,14_2819_6556.jpg,33.772727272727266,-118.04444444444444,92845,81.21138310893512
209,14_2813_6530.jpg,34.24545454545454,-118.17777777777778,91011,289.306243496358
210,14_2838_6544.jpg,33.990909090909085,-117.62222222222222,91761,50.519467061435975
212,14_2813_6543.jpg,34.00909090909091,-118.17777777777778,90022,33.93567821067821
213,14_2814_6552.jpg,33.845454545454544,-118.15555555555555,90712,71.7177368086459
214,14_2817_6553.jpg,33.82727272727272,-118.08888888888889,90715,50.55789473684211
215,14_2816_6553.jpg,33.82727272727272,-118.1111111111111,90713,74.71770538243626
216,14_2800_6545.jpg,33.97272727272727,-118.46666666666665,90292,162.658690744921
218,14_2834_6551.jpg,33.86363636363636,-117.71111111111111,92887,139.53045685279187
219,14_2812_6532.jpg,34.209090909090904,-118.19999999999999,91011,289.306243496358
220,14_2813_6553.jpg,33.82727272727272,-118.17777777777778,90807,80.65664421310471
221,14_2811_6556.jpg,33.772727272727266,-118.22222222222221,90813,30.364001848428835
222,14_2806_6552.jpg,33.845454545454544,-118.33333333333333,90504,66.18976799524093
223,14_2811_6545.jpg,33.97272727272727,-118.22222222222221,90255,31.46910277324633
224,14_2820_6555.jpg,33.79090909090909,-118.02222222222221,90680,42.59653929343908
225,14_2838_6542.jpg,34.027272727272724,-117.62222222222222,91761,50.519467061435975
226,14_2837_6554.jpg,33.809090909090905,-117.64444444444445,92882,62.81206081081081
227,14_2835_6543.jpg,34.00909090909091,-117.68888888888888,91710,58.39358757062147
228,14_2821_6556.jpg,33.772727272727266,-118.0,92841,46.013997395833336
229,14_2824_6531.jpg,34.22727272727273,-117.93333333333332,91010,57.298183319570605
230,14_2808_6532.jpg,34.209090909090904,-118.28888888888888,91214,97.01721714687281
231,14_2811_6532.jpg,34.209090909090904,-118.22222222222221,91011,289.306243496358
233,14_2832_6545.jpg,33.97272727272727,-117.75555555555555,91709,89.84048850574713
234,14_2803_6552.jpg,33.845454545454544,-118.39999999999999,90254,202.9735741444867
235,14_2838_6545.jpg,33.97272727272727,-117.62222222222222,91761,50.519467061435975
237,14_2817_6556.jpg,33.772727272727266,-118.08888888888889,90720,113.73403476669716
238,14_2821_6546.jpg,33.95454545454545,-118.0,90603,80.85315682281059
239,14_2818_6553.jpg,33.82727272727272,-118.06666666666666,90623,78.62558746736292
240,14_2818_6546.jpg,33.95454545454545,-118.06666666666666,90606,45.786051212938006
241,14_2813_6554.jpg,33.809090909090905,-118.17777777777778,90755,72.99534482758621
242,14_2811_6542.jpg,34.027272727272724,-118.22222222222221,90033,30.596745230078565
243,14_2838_6551.jpg,33.86363636363636,-117.62222222222222,92882,62.81206081081081
244,14_2828_6544.jpg,33.990909090909085,-117.84444444444443,91765,85.44064781021898
245,14_2831_6544.jpg,33.990909090909085,-117.77777777777777,91766,41.37229982964225
246,14_2830_6531.jpg,34.22727272727273,-117.8,91741,106.35219155844156
247,14_2825_6556.jpg,33.772727272727266,-117.91111111111111,92706,55.535485893416926
248,14_2803_6545.jpg,33.97272727272727,-118.39999999999999,90056,100.28973799126638
249,14_2823_6553.jpg,33.82727272727272,-117.95555555555555,92801,40.61472785485592
250,14_2808_6546.jpg,33.95454545454545,-118.28888888888888,90003,26.77940637596189
251,14_2828_6554.jpg,33.809090909090905,-117.84444444444443,92867,95.76076210092688
252,14_2801_6544.jpg,33.990909090909085,-118.44444444444444,90066,95.10953224663359
253,14_2827_6531.jpg,34.22727272727273,-117.86666666666666,91741,106.35219155844156
254,14_2832_6555.jpg,33.79090909090909,-117.75555555555555,92869,98.25069637883009
255,14_2809_6555.jpg,33.79090909090909,-118.26666666666667,90744,38.11730856366108
256,14_2809_6543.jpg,34.00909090909091,-118.26666666666667,90011,26.776114732724903
257,14_2828_6546.jpg,33.95454545454545,-117.84444444444443,91765,85.44064781021898
259,14_2823_6556.jpg,33.772727272727266,-117.95555555555555,92840,44.54344
260,14_2818_6544.jpg,33.990909090909085,-118.06666666666666,90601,63.400718015665795
261,14_2796_6530.jpg,34.24545454545454,-118.55555555555554,91324,71.33084464555053
263,14_2822_6556.jpg,33.772727272727266,-117.97777777777777,92841,46.013997395833336
264,14_2812_6544.jpg,33.990909090909085,-118.19999999999999,90270,31.674121996303143
265,14_2833_6552.jpg,33.845454545454544,-117.73333333333333,92808,120.36652806652806
267,14_2822_6553.jpg,33.82727272727272,-117.97777777777777,92801,40.61472785485592
268,14_2831_6546.jpg,33.95454545454545,-117.77777777777777,91709,89.84048850574713
269,14_2807_6553.jpg,33.82727272727272,-118.3111111111111,90502,61.35497737556561
270,14_2831_6551.jpg,33.86363636363636,-117.77777777777777,92887,139.53045685279187
271,14_2815_6556.jpg,33.772727272727266,-118.13333333333333,90815,89.72479035639412
272,14_2830_6542.jpg,34.027272727272724,-117.8,91768,39.57020316027088
273,14_2826_6555.jpg,33.79090909090909,-117.88888888888889,92868,53.24140186915888
276,14_2814_6555.jpg,33.79090909090909,-118.15555555555555,90804,43.84829322887521
277,14_2822_6543.jpg,34.00909090909091,-117.97777777777777,91745,65.35195206803247
278,14_2826_6554.jpg,33.809090909090905,-117.88888888888889,92806,52.35122216186855
279,14_2821_6545.jpg,33.97272727272727,-118.0,91745,65.35195206803247
280,14_2826_6543.jpg,34.00909090909091,-117.88888888888889,91792,50.37096085409253
281,14_2835_6554.jpg,33.809090909090905,-117.68888888888888,92808,120.36652806652806
282,14_2807_6554.jpg,33.809090909090905,-118.3111111111111,90502,61.35497737556561
283,14_2819_6530.jpg,34.24545454545454,-118.04444444444444,91024,125.56939890710383
284,14_2803_6543.jpg,34.00909090909091,-118.39999999999999,90232,95.61140552995391
286,14_2826_6551.jpg,33.86363636363636,-117.88888888888889,92831,71.76988968202465
287,14_2836_6529.jpg,34.26363636363636,-117.66666666666666,91759,75.85652173913043
288,14_2828_6543.jpg,34.00909090909091,-117.84444444444443,91789,89.81623598244758
289,14_2794_6532.jpg,34.209090909090904,-118.6,91306,48.95076495132128
290,14_2828_6545.jpg,33.97272727272727,-117.84444444444443,91765,85.44064781021898
291,14_2808_6544.jpg,33.990909090909085,-118.28888888888888,90037,26.997560975609755
293,14_2823_6541.jpg,34.04545454545454,-117.95555555555555,91790,50.85587677725118
294,14_2814_6530.jpg,34.24545454545454,-118.15555555555555,91001,99.81892980437284
295,14_2827_6545.jpg,33.97272727272727,-117.86666666666666,91789,89.81623598244758
296,14_2806_6555.jpg,33.79090909090909,-118.33333333333333,90717,60.522030651341
297,14_2806_6556.jpg,33.772727272727266,-118.33333333333333,90717,60.522030651341
298,14_2805_6552.jpg,33.845454545454544,-118.35555555555555,90503,94.78771764705883
299,14_2804_6556.jpg,33.772727272727266,-118.37777777777777,90274,321.67296875
300,14_2815_6542.jpg,34.027272727272724,-118.13333333333333,91755,45.045746164574616
301,14_2805_6544.jpg,33.990909090909085,-118.35555555555555,90008,52.619015957446805
302,14_2808_6552.jpg,33.845454545454544,-118.28888888888888,90248,62.22262118491921
303,14_2806_6543.jpg,34.00909090909091,-118.33333333333333,90018,37.746850928862706
304,14_2831_6543.jpg,34.00909090909091,-117.77777777777777,91766,41.37229982964225
305,14_2826_6542.jpg,34.027272727272724,-117.88888888888889,91792,50.37096085409253
306,14_2809_6552.jpg,33.845454545454544,-118.26666666666667,90746,59.66569343065694
307,14_2825_6546.jpg,33.95454545454545,-117.91111111111111,91748,57.42725151656556
308,14_2807_6532.jpg,34.209090909090904,-118.3111111111111,91501,75.29615773508594
309,14_2832_6546.jpg,33.95454545454545,-117.75555555555555,91709,89.84048850574713
310,14_2828_6531.jpg,34.22727272727273,-117.84444444444443,91741,106.35219155844156
311,14_2834_6542.jpg,34.027272727272724,-117.71111111111111,91710,58.39358757062147
312,14_2833_6558.jpg,33.736363636363635,-117.73333333333333,92602,127.85872146118722
313,14_2825_6559.jpg,33.71818181818182,-117.91111111111111,92704,40.712
314,14_2836_6557.jpg,33.75454545454545,-117.66666666666666,92676,110.45436893203883
315,14_2810_6557.jpg,33.75454545454545,-118.24444444444444,90744,38.11730856366108
316,14_2838_6559.jpg,33.71818181818182,-117.62222222222222,92676,110.45436893203883
317,14_2817_6559.jpg,33.71818181818182,-118.08888888888889,90743,140.4875
318,14_2831_6559.jpg,33.71818181818182,-117.77777777777777,92602,127.85872146118722
319,14_2823_6559.jpg,33.71818181818182,-117.95555555555555,92708,78.52203696991664
320,14_2835_6559.jpg,33.71818181818182,-117.68888888888888,92610,111.71052631578948
321,14_2807_6558.jpg,33.736363636363635,-118.3111111111111,90732,89.10673724735322
323,14_2824_6559.jpg,33.71818181818182,-117.93333333333332,92704,40.712
324,14_2826_6557.jpg,33.75454545454545,-117.88888888888889,92706,55.535485893416926
325,14_2817_6557.jpg,33.75454545454545,-118.08888888888889,90740,96.58235294117647
326,14_2834_6557.jpg,33.75454545454545,-117.71111111111111,92676,110.45436893203883
327,14_2811_6557.jpg,33.75454545454545,-118.22222222222221,90802,58.10650325162581
328,14_2828_6556.jpg,33.772727272727266,-117.84444444444443,92866,61.7866568914956
329,14_2830_6559.jpg,33.71818181818182,-117.8,92782,130.2258365758755
332,14_2819_6557.jpg,33.75454545454545,-118.04444444444444,92845,81.21138310893512
335,14_2815_6557.jpg,33.75454545454545,-118.13333333333333,90803,123.41366181410974
336,14_2824_6558.jpg,33.736363636363635,-117.93333333333332,92703,32.55674217907227
338,14_2838_6556.jpg,33.772727272727266,-117.62222222222222,92676,110.45436893203883
339,14_2828_6557.jpg,33.75454545454545,-117.84444444444443,92705,120.00850864890135
340,14_2827_6556.jpg,33.772727272727266,-117.86666666666666,92866,61.7866568914956
341,14_2819_6558.jpg,33.736363636363635,-118.04444444444444,92649,122.58745762711864
342,14_2812_6557.jpg,33.75454545454545,-118.19999999999999,90802,58.10650325162581
343,14_2822_6558.jpg,33.736363636363635,-117.97777777777777,92655,35.471683673469386
344,14_2826_6556.jpg,33.772727272727266,-117.88888888888889,92868,53.24140186915888
345,14_2821_6558.jpg,33.736363636363635,-118.0,92655,35.471683673469386
346,14_2832_6559.jpg,33.71818181818182,-117.75555555555555,92620,117.14835540367365
347,14_2823_6557.jpg,33.75454545454545,-117.95555555555555,92843,38.83204689789937
349,14_2835_6557.jpg,33.75454545454545,-117.68888888888888,92676,110.45436893203883
351,14_2821_6557.jpg,33.75454545454545,-118.0,92683,49.76783200375411
352,14_2824_6557.jpg,33.75454545454545,-117.93333333333332,92843,38.83204689789937
353,14_2817_6558.jpg,33.736363636363635,-118.08888888888889,90740,96.58235294117647
356,14_2820_6558.jpg,33.736363636363635,-118.02222222222221,92683,49.76783200375411
361,14_2826_6558.jpg,33.736363636363635,-117.88888888888889,92701,35.65868292682927
362,14_2829_6559.jpg,33.71818181818182,-117.82222222222222,92780,58.514920874152224
363,14_2827_6558.jpg,33.736363636363635,-117.86666666666666,92701,35.65868292682927
365,14_2805_6558.jpg,33.736363636363635,-118.35555555555555,90275,173.52552862300155
366,14_2814_6557.jpg,33.75454545454545,-118.15555555555555,90814,79.08582834331337
369,14_2806_6558.jpg,33.736363636363635,-118.33333333333333,90732,89.10673724735322
371,14_2835_6556.jpg,33.772727272727266,-117.68888888888888,92676,110.45436893203883
372,14_2809_6557.jpg,33.75454545454545,-118.26666666666667,90744,38.11730856366108
374,14_2834_6558.jpg,33.736363636363635,-117.71111111111111,92676,110.45436893203883
375,14_2822_6559.jpg,33.71818181818182,-117.97777777777777,92708,78.52203696991664
376,14_2811_6558.jpg,33.736363636363635,-118.22222222222221,90802,58.10650325162581
